id,brand,model,price_pkr,price_usd,ram_gb,storage_gb,processor,display,camera,battery,os,market_status,rating,num_reviews,popularity_score,release_year,rag_content
2328,itel,itel A70 Plus,29999,107.72,8,512,Dimensity 6080,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,Android 12,Available,4.6,381,50.2,2025,"Mobile Model: itel A70 Plus
Brand: itel
Official Price: Rs. 29,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Dimensity 6080
Operating System: Android 12
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2329,Tecno,Tecno Pop 8 Prime,25000,89.77,12,512,Dimensity 8200 Ultimate,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 14, HIOS 14",Available,4.4,911,99.5,2023,"Mobile Model: Tecno Pop 8 Prime
Brand: Tecno
Official Price: Rs. 25,000
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 8200 Ultimate
Operating System: Android 14, HIOS 14
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2330,Huawei,Huawei Nova 11i Lite,211999,761.22,12,256,Snapdragon 778G 4G,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5400 mAh (non-removable) with 120W FlashCharge,EMUI 14.2 / HarmonyOS 4.2,Available,4.1,934,89.7,2022,"Mobile Model: Huawei Nova 11i Lite
Brand: Huawei
Official Price: Rs. 211,999
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Snapdragon 778G 4G
Operating System: EMUI 14.2 / HarmonyOS 4.2
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2331,Oppo,Oppo A79 Max,248999,894.07,6,128,Dimensity 7050,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5400 mAh (non-removable) with 120W FlashCharge,"Android 13, ColorOS 13.1",Available,4.2,148,88.9,2024,"Mobile Model: Oppo A79 Max
Brand: Oppo
Official Price: Rs. 248,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Dimensity 7050
Operating System: Android 13, ColorOS 13.1
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5400 mAh (non-removable) with 120W FlashCharge
Source: WhatMobile Pakistan Realtime Catalog"
2332,Tecno,Tecno Pop 8 Neo,65000,233.39,16,1024,Helio G85,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 13, HIOS 13",Discontinued,4.5,378,75.2,2024,"Mobile Model: Tecno Pop 8 Neo
Brand: Tecno
Official Price: Rs. 65,000
Status: Discontinued
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Helio G85
Operating System: Android 13, HIOS 13
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2333,Infinix,Infinix Note 30 Pro Play,24000,86.18,4,64,Dimensity 7020,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 14, XOS 14",Available,3.7,923,64.9,2025,"Mobile Model: Infinix Note 30 Pro Play
Brand: Infinix
Official Price: Rs. 24,000
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 14, XOS 14
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2334,Tecno,Tecno Spark 20,63999,229.8,6,64,Dimensity 7020,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,7000 mAh (non-removable) with 33W Fast Charging,"Android 13, HIOS 13",Available,4.9,195,57.5,2024,"Mobile Model: Tecno Spark 20
Brand: Tecno
Official Price: Rs. 63,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Dimensity 7020
Operating System: Android 13, HIOS 13
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 7000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2335,Infinix,Infinix Zero 30 5G Play,69999,251.34,16,512,Helio G99 Ultimate,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, XOS 14",Available,4.9,1322,64.1,2024,"Mobile Model: Infinix Zero 30 5G Play
Brand: Infinix
Official Price: Rs. 69,999
Status: Available
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Helio G99 Ultimate
Operating System: Android 14, XOS 14
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2336,OnePlus,OnePlus Nord N20 SE v4,122999,441.65,8,128,Snapdragon 8 Gen 3,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 13, OxygenOS 13.1",Available,4.4,483,68.6,2024,"Mobile Model: OnePlus Nord N20 SE v4
Brand: OnePlus
Official Price: Rs. 122,999
Status: Available
RAM & Storage: 8GB RAM / 128GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 13, OxygenOS 13.1
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2337,Infinix,Infinix Smart 8 Lite,86999,312.38,6,128,Helio G99,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 14, XOS 14",Discontinued,3.7,1410,87.4,2021,"Mobile Model: Infinix Smart 8 Lite
Brand: Infinix
Official Price: Rs. 86,999
Status: Discontinued
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Helio G99
Operating System: Android 14, XOS 14
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2338,Tecno,Tecno Spark Go 2024 Plus,191999,689.4,6,128,Helio G99 Ultimate,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 14, HIOS 14",Available,4.4,665,76.7,2024,"Mobile Model: Tecno Spark Go 2024 Plus
Brand: Tecno
Official Price: Rs. 191,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Helio G99 Ultimate
Operating System: Android 14, HIOS 14
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2339,Oppo,Oppo Find N3 Flip Prime,133999,481.15,6,128,Dimensity 8200,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 12, ColorOS 12",Upcoming,3.5,760,53.8,2025,"Mobile Model: Oppo Find N3 Flip Prime
Brand: Oppo
Official Price: Rs. 133,999
Status: Upcoming
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Dimensity 8200
Operating System: Android 12, ColorOS 12
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2340,Vivo,Vivo Y200 Max,186999,671.45,4,64,Snapdragon 680,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 14, Funtouch 14",Available,3.4,548,50.9,2022,"Mobile Model: Vivo Y200 Max
Brand: Vivo
Official Price: Rs. 186,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Snapdragon 680
Operating System: Android 14, Funtouch 14
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2341,Realme,Realme 12 5G Lite,72999,262.11,16,1024,Snapdragon 685,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 14, Realme UI 5.0",Available,3.8,813,55.1,2024,"Mobile Model: Realme 12 5G Lite
Brand: Realme
Official Price: Rs. 72,999
Status: Available
RAM & Storage: 16GB RAM / 1TB Internal Storage
Processor: Snapdragon 685
Operating System: Android 14, Realme UI 5.0
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2342,Apple,Apple iPhone 12 Pro Max Pro,646999,2323.16,6,64,Apple A16 Bionic,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5500 mAh (non-removable) with 100W HyperCharge,iOS 14,Available,4.1,1285,70.3,2024,"Mobile Model: Apple iPhone 12 Pro Max Pro
Brand: Apple
Official Price: Rs. 646,999
Status: Available
RAM & Storage: 6GB RAM / 64GB Internal Storage
Processor: Apple A16 Bionic
Operating System: iOS 14
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 200 MP (wide) OIS + 12 MP (periscope) + 10 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2343,Xiaomi,Xiaomi Redmi Note 13 Pro Plus,358999,1289.04,12,512,Dimensity 9200+,"6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,5500 mAh (non-removable) with 100W HyperCharge,"Android 13, MIUI 14",Available,4.7,931,96.2,2022,"Mobile Model: Xiaomi Redmi Note 13 Pro Plus
Brand: Xiaomi
Official Price: Rs. 358,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Dimensity 9200+
Operating System: Android 13, MIUI 14
Display: 6.7 inches Super Retina XDR OLED, 120Hz, 1290 x 2796 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2344,Vivo,Vivo iQOO 12 SE,150999,542.19,8,512,Helio G85,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 14, Funtouch 14",Available,4.5,521,81.6,2022,"Mobile Model: Vivo iQOO 12 SE
Brand: Vivo
Official Price: Rs. 150,999
Status: Available
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Helio G85
Operating System: Android 14, Funtouch 14
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2345,Xiaomi,Xiaomi Xiaomi 13T 2024,215999,775.58,4,128,MediaTek Dimensity 7200-Ultra,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,5000 mAh (non-removable) with 45W Fast Charging,"Android 13, MIUI 14",Discontinued,4.5,641,89.7,2026,"Mobile Model: Xiaomi Xiaomi 13T 2024
Brand: Xiaomi
Official Price: Rs. 215,999
Status: Discontinued
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: MediaTek Dimensity 7200-Ultra
Operating System: Android 13, MIUI 14
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 5000 mAh (non-removable) with 45W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2346,Apple,Apple iPhone 14 Plus Prime,343999,1235.18,3,32,Apple A17 Pro,"6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,4500 mAh (non-removable) with 25W Fast Charging,iOS 16,Available,4.0,1013,73.1,2023,"Mobile Model: Apple iPhone 14 Plus Prime
Brand: Apple
Official Price: Rs. 343,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Apple A17 Pro
Operating System: iOS 16
Display: 6.74 inches IPS LCD, 90Hz, 720 x 1600 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2347,Samsung,Samsung Galaxy J Plus,533999,1917.41,4,128,Exynos 1380,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front,5500 mAh (non-removable) with 100W HyperCharge,Android 10,Coming Soon,3.9,1108,67.9,2023,"Mobile Model: Samsung Galaxy J Plus
Brand: Samsung
Official Price: Rs. 533,999
Status: Coming Soon
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Exynos 1380
Operating System: Android 10
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 48 MP (wide) OIS + 12 MP (telephoto) + 12 MP (ultrawide) | 12 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2348,Samsung,Samsung Galaxy Grand Ultra,205999,739.67,8,512,Exynos 850,"6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels",50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 13, One UI 5.1",Upcoming,4.0,1317,55.4,2022,"Mobile Model: Samsung Galaxy Grand Ultra
Brand: Samsung
Official Price: Rs. 205,999
Status: Upcoming
RAM & Storage: 8GB RAM / 512GB Internal Storage
Processor: Exynos 850
Operating System: Android 13, One UI 5.1
Display: 6.7 inches LTPO AMOLED, 1-120Hz, HDR10+, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 8 MP (ultrawide) + 2 MP (macro) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2349,OnePlus,OnePlus 10 Pro Ultra,120999,434.47,3,32,Snapdragon 695,"6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels",13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front,6000 mAh (non-removable) with 70W Fast Charging,Android 12,Available,4.9,927,93.4,2024,"Mobile Model: OnePlus 10 Pro Ultra
Brand: OnePlus
Official Price: Rs. 120,999
Status: Available
RAM & Storage: 3GB RAM / 32GB Internal Storage
Processor: Snapdragon 695
Operating System: Android 12
Display: 6.78 inches AMOLED, 120Hz, 1260 x 2800 pixels
Camera Setup: 13 MP (wide) + 0.08 MP (auxiliary lens) | 5 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2350,Honor,Honor 90 Lite,373999,1342.9,12,512,Snapdragon 778G+,"6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels",108 MP (wide) + 2 MP (depth) | 16 MP Front,5000 mAh (non-removable) with 18W Fast Charging,Android 12,Available,3.5,1395,88.8,2024,"Mobile Model: Honor 90 Lite
Brand: Honor
Official Price: Rs. 373,999
Status: Available
RAM & Storage: 12GB RAM / 512GB Internal Storage
Processor: Snapdragon 778G+
Operating System: Android 12
Display: 6.1 inches Super Retina XDR OLED, 1179 x 2556 pixels
Camera Setup: 108 MP (wide) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5000 mAh (non-removable) with 18W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2351,Oppo,Oppo A38 Pro,132999,477.55,6,128,Helio G85,"6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe,"Android 14, ColorOS 14",Available,4.7,1045,58.3,2024,"Mobile Model: Oppo A38 Pro
Brand: Oppo
Official Price: Rs. 132,999
Status: Available
RAM & Storage: 6GB RAM / 128GB Internal Storage
Processor: Helio G85
Operating System: Android 14, ColorOS 14
Display: 6.5 inches IPS LCD, 60Hz, 720 x 1600 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 4441 mAh (non-removable) with 27W Fast Charging / 15W MagSafe
Source: WhatMobile Pakistan Realtime Catalog"
2352,Samsung,Samsung Galaxy S Lite,423000,1518.85,12,256,Exynos 1380,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",50 MP (wide) + 2 MP (depth) | 8 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 13, One UI 5.1",Available,4.3,1246,75.4,2022,"Mobile Model: Samsung Galaxy S Lite
Brand: Samsung
Official Price: Rs. 423,000
Status: Available
RAM & Storage: 12GB RAM / 256GB Internal Storage
Processor: Exynos 1380
Operating System: Android 13, One UI 5.1
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 50 MP (wide) + 2 MP (depth) | 8 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2353,Xiaomi,Xiaomi POCO X6 5G,337000,1210.05,8,256,Snapdragon 8 Gen 3,"6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels",50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front,5000 mAh (non-removable) with 33W Fast Charging,"Android 14, HyperOS",Available,4.1,163,74.1,2025,"Mobile Model: Xiaomi POCO X6 5G
Brand: Xiaomi
Official Price: Rs. 337,000
Status: Available
RAM & Storage: 8GB RAM / 256GB Internal Storage
Processor: Snapdragon 8 Gen 3
Operating System: Android 14, HyperOS
Display: 6.8 inches Dynamic LTPO AMOLED 2X, 120Hz, 1440 x 3120 pixels
Camera Setup: 50 MP (wide) OIS + 50 MP (periscope telephoto) + 50 MP (ultrawide) | 32 MP Front
Battery & Charging: 5000 mAh (non-removable) with 33W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2354,Dcode,Dcode Bold 3 2022,30999,111.31,4,128,Helio P22,"6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,6000 mAh (non-removable) with 70W Fast Charging,Android 14,Available,4.5,1040,80.9,2023,"Mobile Model: Dcode Bold 3 2022
Brand: Dcode
Official Price: Rs. 30,999
Status: Available
RAM & Storage: 4GB RAM / 128GB Internal Storage
Processor: Helio P22
Operating System: Android 14
Display: 6.56 inches IPS LCD, 90Hz, 720 x 1612 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 6000 mAh (non-removable) with 70W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
2355,Apple,Apple iPhone 12 Pro Max Play,129999,466.78,4,64,Apple A16 Bionic,"6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels",64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front,5500 mAh (non-removable) with 100W HyperCharge,iOS 16,Available,4.1,1230,96.8,2023,"Mobile Model: Apple iPhone 12 Pro Max Play
Brand: Apple
Official Price: Rs. 129,999
Status: Available
RAM & Storage: 4GB RAM / 64GB Internal Storage
Processor: Apple A16 Bionic
Operating System: iOS 16
Display: 6.67 inches AMOLED, 120Hz, Dolby Vision, 1080 x 2400 pixels
Camera Setup: 64 MP (wide) + 2 MP (macro) + 2 MP (depth) | 16 MP Front
Battery & Charging: 5500 mAh (non-removable) with 100W HyperCharge
Source: WhatMobile Pakistan Realtime Catalog"
2356,Infinix,Infinix Zero 30 5G Pro+,120999,434.47,16,512,Unisoc T606,"6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels",50 MP (wide) + 0.08 MP (depth) | 5 MP Front,4500 mAh (non-removable) with 25W Fast Charging,"Android 14, XOS 14",Available,4.7,1318,78.7,2024,"Mobile Model: Infinix Zero 30 5G Pro+
Brand: Infinix
Official Price: Rs. 120,999
Status: Available
RAM & Storage: 16GB RAM / 512GB Internal Storage
Processor: Unisoc T606
Operating System: Android 14, XOS 14
Display: 6.5 inches Super AMOLED, 90Hz, 1080 x 2340 pixels
Camera Setup: 50 MP (wide) + 0.08 MP (depth) | 5 MP Front
Battery & Charging: 4500 mAh (non-removable) with 25W Fast Charging
Source: WhatMobile Pakistan Realtime Catalog"
